STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COD,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Congo, Dem. Rep.",Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRB,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Barbados,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,19.7,17.3,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRQ,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Iraq,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Rwanda,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Honduras,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,64.1,62.9,60.1
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mozambique,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,69.4,,,,,,60.3,,,,,,58.7,,,,,,48.4,,,,,68.2,,,65.0,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CRI,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Costa Rica,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,28.3,27.1,31.9,29.4,23.2,20.0,20.4,21.5,20.7,19.7,20.6,20.6,20.3,20.6,18.5,21.7,21.2,20.2,16.7,17.7,18.5,24.2,24.8,23.5,23.3,24.6,23.6,22.9,22.1,22.9,23.9,30.0,26.2,25.5,24.4,20.3,17.1
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cyprus,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,16.1,15.6,15.5,15.9,15.8,15.6,14.8,14.7,15.3,14.4,16.2,16.1,15.7,15.4,14.7,14.3,13.8,13.9,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Türkiye,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,18.5,16.3,16.7,17.1,16.9,16.1,16.3,15.0,15.0,14.7,14.3,13.5,13.9,14.4,15.0,14.4,14.4,13.5,13.6,13.0,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Greece,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,20.7,19.9,19.6,20.5,20.3,20.1,19.7,20.1,21.4,23.1,23.1,22.1,21.4,21.2,20.2,18.5,17.9,17.7,19.6,18.8,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DZA,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Algeria,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,12.2,,,,,,,22.6,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nepal,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North Macedonia,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,19.1,19.2,18.5,20.4,19.0,,,27.0,26.8,26.2,24.2,22.1,21.5,21.9,22.2,21.9,21.6,21.8,23.0,22.9,22.2,21.9,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sri Lanka,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,26.1,,,,,28.8,,,,,,,46.8,,,,34.1,,,28.4,,,22.5,,,,16.0,,,14.3,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NIC,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nicaragua,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,47.9,,,45.8,,,,48.3,,,,42.5,,,,,29.6,,24.9,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nigeria,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,,,,56.2,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,27.5,26.5,27.2,26.1,25.8,,,,,17.7,16.0,15.0,14.1,,,,,,,,17.0,14.1,11.0,8.9,5.8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JAM,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Jamaica,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,24.6,20.0,21.2,17.1,19.3,12.6,11.0,,16.7,,8.2,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLS,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Timor-Leste,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,36.3,,,,,,50.4,,,,,,,41.8,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEL,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Belgium,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,14.1,12.7,13.2,12.3,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Georgia,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,34.3,35.4,36.9,38.8,34.9,34.9,37.3,34.1,30.0,26.2,23.5,21.6,22.0,21.9,20.1,19.5,21.3,17.5,15.6,11.8,9.4,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNQ,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Equatorial Guinea,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_SI_POV_NAHC,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bosnia and Herzegovina,Poverty headcount ratio at national poverty lines (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,17.7,,,18.2,,,,17.9,,,,16.9,,,,,,,,,,
